rho_train,replicate,model,feature_condition,validation_accuracy,validation_balanced_accuracy,validation_roc_auc,validation_brier_score,validation_log_loss,iid_accuracy,iid_balanced_accuracy,iid_roc_auc,iid_brier_score,iid_log_loss,average_ood_accuracy,worst_ood_accuracy,ood_gap,n_ood_environments
0.0,2,random_forest,stable_only,0.8975,0.897495876308253,0.9627547361187383,0.07578014746430915,0.2484112585586251,0.9173333333333333,0.9173305196987016,0.974667732742636,0.06219589292269332,0.21039930324649822,0.9031666666666667,0.8953333333333333,0.01416666666666666,4
0.0,2,rbf_svm,all_features,0.8975,0.8975298861370936,0.9658251234606803,0.07267258368161619,0.23892966818346328,0.9203333333333333,0.9203309694772791,0.9775981823967687,0.05752133946446825,0.1914463108654251,0.9057499999999999,0.9,0.014583333333333393,4
0.0,2,rbf_svm,stable_only,0.898,0.8980895478793371,0.9669274420307468,0.07144259481926608,0.23521738377025936,0.919,0.9189994115545095,0.9783932949214131,0.0564710174512888,0.18871853937723737,0.9099166666666667,0.9063333333333333,0.009083333333333332,4
0.0,3,gradient_boosting,all_features,0.8925,0.8924957921591649,0.9659762440757702,0.07847407899243092,0.25447365479086187,0.8946666666666667,0.8946248513079343,0.966593812186635,0.07688510943711929,0.25498010218568923,0.8986666666666666,0.8883333333333333,-0.0039999999999998925,4
0.0,3,gradient_boosting,stable_only,0.894,0.8940814205950682,0.9673553557838186,0.07565955064240928,0.2459782841525529,0.894,0.8940667696857177,0.9666594034529911,0.0766820611129997,0.2542656880042718,0.8965,0.8923333333333333,-0.0024999999999999467,4
0.0,3,logistic_regression,all_features,0.9075,0.9076320181934736,0.9747659560424394,0.06419369584199675,0.20355457891233186,0.9013333333333333,0.9011706373470001,0.9743460328401019,0.06533272343124354,0.20344446474151653,0.9120833333333334,0.9063333333333333,-0.010750000000000037,4
0.0,3,logistic_regression,stable_only,0.9085,0.9086230984709762,0.9747529549893541,0.06414008174048857,0.20353872206500165,0.902,0.9018221031450456,0.9743371391090706,0.0653283485199155,0.20345558313869586,0.91075,0.9053333333333333,-0.008749999999999925,4
0.0,3,mlp,all_features,0.9065,0.9065689320834988,0.9741659074385025,0.06472671190801804,0.20721353003652732,0.899,0.8990150192882792,0.9735842847772676,0.06637795656467806,0.20856934965764673,0.9109166666666666,0.9056666666666666,-0.011916666666666575,4
0.0,3,mlp,stable_only,0.906,0.9062174036096924,0.9724747704564071,0.08929024540966324,0.3141512504906627,0.905,0.9045046747673733,0.9728825693988948,0.0869104841115706,0.3069032236955767,0.90625,0.9016666666666666,-0.0012499999999999734,4
0.0,3,random_forest,all_features,0.8945,0.8945409578175832,0.9673763574849563,0.07281139600187062,0.2373635174209089,0.8956666666666667,0.8955242298584785,0.9675120899156207,0.07202075829501255,0.2347573149005402,0.9014166666666666,0.8946666666666667,-0.005749999999999922,4
0.0,3,random_forest,stable_only,0.897,0.8970366599694575,0.9678338945454582,0.07166348813566668,0.23453444241558422,0.8936666666666667,0.8934920123178174,0.9672868561772521,0.07201785496457948,0.23411099931515636,0.9004166666666666,0.8953333333333333,-0.006749999999999923,4
0.0,3,rbf_svm,all_features,0.903,0.9030911503831811,0.971947727765949,0.0669944221596613,0.21470012272359765,0.9006666666666666,0.9004880434903448,0.971202543607075,0.06827521122719715,0.21807178719298706,0.9060833333333332,0.8996666666666666,-0.005416666666666625,4
0.0,3,rbf_svm,stable_only,0.9055,0.9056048539931734,0.9738778841086129,0.06454522952366284,0.20891339679109475,0.9026666666666666,0.9024891329723961,0.9720625673978054,0.06800017042896536,0.21734782762777854,0.90875,0.9043333333333333,-0.0060833333333333295,4
0.0,4,gradient_boosting,all_features,0.9115,0.9114947034523311,0.9727647548827938,0.06734051353434459,0.22296330324484945,0.911,0.9112385904553856,0.9749852794415617,0.06489327955194014,0.21301472728719592,0.89725,0.8863333333333333,0.01375000000000004,4
0.0,4,gradient_boosting,stable_only,0.916,0.9160202441821976,0.9749412744714702,0.06363981004523284,0.20875466966923165,0.909,0.9092880052798329,0.9743995702130612,0.06559450255646351,0.21533880257879437,0.8971666666666667,0.8886666666666667,0.011833333333333362,4
0.0,4,logistic_regression,all_features,0.9225,0.9225278027502248,0.9787938091442824,0.057803215819246107,0.1870472970033138,0.9193333333333333,0.9194674270954337,0.9799609171397111,0.05688992124495209,0.18190960865564432,0.9055,0.899,0.013833333333333364,4
0.0,4,logistic_regression,stable_only,0.9195,0.9195247757229815,0.9791378122403102,0.05714436695015326,0.18565864992189948,0.922,0.9221865054728456,0.9803714028025097,0.056290032200977835,0.18010507099299453,0.907,0.9003333333333333,0.015000000000000013,4
0.0,4,mlp,all_features,0.9205,0.9205277847500628,0.9777788000092,0.059216979919929386,0.1939333889545923,0.9203333333333333,0.9205779175613149,0.9791581797384632,0.05756296356184248,0.18758280460872884,0.903,0.8916666666666667,0.01733333333333331,4
0.0,4,mlp,stable_only,0.9225,0.9225128026152235,0.9789788108092973,0.05695524659490108,0.18570931043992311,0.922,0.9221358062685563,0.9803549477976088,0.05625798604383078,0.18031606138793882,0.90625,0.8983333333333333,0.015750000000000042,4
0.0,4,random_forest,all_features,0.9125,0.9125127126144135,0.973357760219842,0.0649097407469027,0.21817439765571517,0.911,0.9112892896596749,0.9752567870224268,0.06309910527516703,0.21169168676848094,0.8988333333333334,0.892,0.012166666666666659,4
0.0,4,random_forest,stable_only,0.9145,0.9145367308305774,0.973407260665346,0.06442482496516422,0.21525069397139857,0.9103333333333333,0.9105714956621049,0.9753455106299331,0.06312459572423441,0.20958321926158177,0.9018333333333333,0.8956666666666667,0.008500000000000063,4
0.0,4,rbf_svm,all_features,0.9165,0.9164977484797363,0.9755137796240165,0.06144722218488854,0.20090641778103133,0.9176666666666666,0.9178250397143767,0.9770830702014982,0.059763987260071,0.1947223917092017,0.9015000000000001,0.8943333333333333,0.01616666666666655,4
0.0,4,rbf_svm,stable_only,0.92,0.9200172801555214,0.9772677954101587,0.05826170353709061,0.19413362596261435,0.9223333333333333,0.9225285027368675,0.9793267323562321,0.05728276524109515,0.18690975625811704,0.9055833333333334,0.8986666666666666,0.01674999999999993,4
0.0,5,gradient_boosting,all_features,0.8985,0.8985248524852485,0.9682368236823682,0.07398326370802912,0.24483474976853234,0.9053333333333333,0.9053959433175882,0.9674665184773549,0.07244995505454636,0.24862393136915892,0.9025833333333334,0.8976666666666666,0.002749999999999919,4
0.0,5,gradient_boosting,stable_only,0.892,0.892089208920892,0.9665651565156517,0.07729830357824485,0.25414539662468333,0.898,0.8981161433731593,0.9679157543762157,0.07381224478479355,0.24632545704207712,0.9035833333333334,0.901,-0.0055833333333333846,4
0.0,5,logistic_regression,all_features,0.91,0.9100810081008102,0.9764386438643865,0.06208525626603034,0.19630812508984974,0.9166666666666666,0.9168435676576827,0.9768402333981663,0.06037689265120983,0.19563296385128903,0.91725,0.9153333333333333,-0.0005833333333333801,4
0.0,5,logistic_regression,stable_only,0.9085,0.9085558555855586,0.9764676467646765,0.06216263992504295,0.19644709804448585,0.9156666666666666,0.9158377327035288,0.9769126979716589,0.060456920942784945,0.19538938269982167,0.9137500000000001,0.9093333333333333,0.0019166666666665666,4
0.0,5,mlp,all_features,0.911,0.9110911091109111,0.9757175717571757,0.06290246627893677,0.2007327113654458,0.9136666666666666,0.9139038621839399,0.9757274798555153,0.06195591682792413,0.20108855044907545,0.9170833333333334,0.9143333333333333,-0.0034166666666667345,4
