rho_train,replicate,model,feature_condition,environment_type,rho_environment,rho_ood,accuracy,balanced_accuracy,roc_auc,brier_score,log_loss
0.7,9,mlp,all_features,iid_test,0.7,,0.9566666666666667,0.9566924303766409,0.9922904453796902,0.03299093860999632,0.11256237446387206
0.7,9,mlp,all_features,ood,0.3,0.3,0.8873333333333333,0.8876529477196886,0.9579933259176864,0.0870664076425416,0.3077838513799399
0.7,9,mlp,all_features,ood,0.0,0.0,0.8366666666666667,0.8367633774388776,0.9152989411200101,0.12870669713048616,0.498455580154603
0.7,9,mlp,all_features,ood,-0.3,-0.3,0.7706666666666667,0.770660260901478,0.8599512894938778,0.18417482821088618,0.6910531061143174
0.7,9,mlp,all_features,ood,-0.6,-0.6,0.7453333333333333,0.7452514587385385,0.8335266462906363,0.19913238004829995,0.7456477264856064
0.7,9,mlp,all_features,ood,-0.9,-0.9,0.6653333333333333,0.665468777797545,0.7537995908201388,0.2546487905416495,0.895084975738099
0.7,9,mlp,stable_only,iid_validation,0.7,,0.9145,0.9140188197195755,0.9780620072032512,0.059880777526845196,0.19215159551511907
0.7,9,mlp,stable_only,iid_test,0.7,,0.9126666666666666,0.9125260704208072,0.9772349440541661,0.06123956511427225,0.19506573385783357
0.7,9,mlp,stable_only,ood,0.3,0.3,0.9083333333333333,0.9085984427141268,0.9757619577308121,0.06338954232081864,0.20121475402470712
0.7,9,mlp,stable_only,ood,0.0,0.0,0.91,0.9104068417337575,0.9754999179386912,0.06403618216296737,0.20390401266298844
0.7,9,mlp,stable_only,ood,-0.3,-0.3,0.8946666666666667,0.8949321055616721,0.9698199490652698,0.07192345978894985,0.22383741188576387
0.7,9,mlp,stable_only,ood,-0.6,-0.6,0.9203333333333333,0.9202278410669631,0.9794422895248681,0.05730762142645913,0.1851311284312914
0.7,9,mlp,stable_only,ood,-0.9,-0.9,0.9133333333333333,0.9130759651307596,0.9768528731542431,0.06052109791377893,0.19578524649892784
0.9,0,logistic_regression,all_features,iid_validation,0.9,,0.994,0.9939992739121434,0.9998239787014229,0.0050704067567920764,0.019235950936244365
0.9,0,logistic_regression,all_features,iid_test,0.9,,0.9926666666666667,0.9926624402322404,0.9996789261725865,0.005606033698572514,0.021420716886798422
0.9,0,logistic_regression,all_features,ood,0.3,0.3,0.7793333333333333,0.7791070310721603,0.8666393089858867,0.18405039648795707,0.9140767347404605
0.9,0,logistic_regression,all_features,ood,0.0,0.0,0.6896666666666667,0.6896995422018757,0.7545482021423174,0.2687991392327909,1.5052792823105796
0.9,0,logistic_regression,all_features,ood,-0.3,-0.3,0.586,0.5860070697135269,0.612700949695517,0.36805159696241707,2.2109233213939086
0.9,0,logistic_regression,all_features,ood,-0.6,-0.6,0.472,0.471865942899233,0.4537855456455639,0.46498780046982696,2.7514250702489007
0.9,0,logistic_regression,all_features,ood,-0.9,-0.9,0.239,0.23897807350558964,0.16997478568723226,0.6710237065601483,3.4461834163108347
0.9,0,logistic_regression,stable_only,iid_validation,0.9,,0.9105,0.9104836685238914,0.9758490777384063,0.06272158751927075,0.1981569536925097
0.9,0,logistic_regression,stable_only,iid_test,0.9,,0.9183333333333333,0.9183262892759563,0.9787820006545992,0.05816497968916513,0.18732683347998574
0.9,0,logistic_regression,stable_only,ood,0.3,0.3,0.9046666666666666,0.904571192806738,0.974275036279308,0.065013056331461,0.20479980270792497
0.9,0,logistic_regression,stable_only,ood,0.0,0.0,0.9096666666666666,0.9096693186363838,0.9763127250100005,0.06247051871969332,0.1966843474418675
0.9,0,logistic_regression,stable_only,ood,-0.3,-0.3,0.915,0.9150027623707764,0.9772565546858297,0.06036993143806986,0.19320730383846482
0.9,0,logistic_regression,stable_only,ood,-0.6,-0.6,0.9156666666666666,0.9154790689233693,0.9759656014760016,0.062265213470211696,0.197700650341379
0.9,0,logistic_regression,stable_only,ood,-0.9,-0.9,0.907,0.9071315785262253,0.9757632308461021,0.06268247496627043,0.19942297042951615
0.9,0,rbf_svm,all_features,iid_validation,0.9,,0.994,0.9940102752433044,0.9998079767651886,0.005085672430110256,0.01821444691096776
0.9,0,rbf_svm,all_features,iid_test,0.9,,0.9926666666666667,0.9926624402322404,0.9993814214765484,0.005826101851733708,0.024160169090206695
0.9,0,rbf_svm,all_features,ood,0.3,0.3,0.7803333333333333,0.7801882967220578,0.866567283889142,0.19099971293239384,1.052621959182732
0.9,0,rbf_svm,all_features,ood,0.0,0.0,0.6916666666666667,0.6916374061069381,0.7625823369927552,0.2718166753647111,1.62379721383038
0.9,0,rbf_svm,all_features,ood,-0.3,-0.3,0.582,0.582055746109013,0.6335331811177402,0.3765795740253788,2.2744574165684903
0.9,0,rbf_svm,all_features,ood,-0.6,-0.6,0.4713333333333333,0.47160974203775763,0.4735628288133452,0.47355265959668696,2.857766185847261
0.9,0,rbf_svm,all_features,ood,-0.9,-0.9,0.243,0.242734437096691,0.15367572402241195,0.6833174057754073,4.114058560932856
0.9,0,rbf_svm,stable_only,iid_validation,0.9,,0.906,0.9059996259547405,0.9730807427698752,0.06587767224728751,0.21298902059789665
0.9,0,rbf_svm,stable_only,iid_test,0.9,,0.9166666666666666,0.9165546021174864,0.9766927972734516,0.05971049450471649,0.19673463960981188
0.9,0,rbf_svm,stable_only,ood,0.3,0.3,0.903,0.9028354768950604,0.9720106917254724,0.0678463186004229,0.2171791964723749
0.9,0,rbf_svm,stable_only,ood,0.0,0.0,0.908,0.908013689497311,0.9741939641761856,0.06456849755165572,0.208286909440145
0.9,0,rbf_svm,stable_only,ood,-0.3,-0.3,0.913,0.9129635415949036,0.9751497747212183,0.06215856325299347,0.20371943041870888
0.9,0,rbf_svm,stable_only,ood,-0.6,-0.6,0.9143333333333333,0.9141260081237024,0.974224236245661,0.06352208175740948,0.20756127264989618
0.9,0,rbf_svm,stable_only,ood,-0.9,-0.9,0.907,0.9071120187631472,0.9738001418971902,0.06517125421169048,0.21081009887058136
0.9,0,random_forest,all_features,iid_validation,0.9,,0.989,0.9889986688389295,0.9995889502629819,0.007510875145981357,0.029103544265402494
0.9,0,random_forest,all_features,iid_test,0.9,,0.989,0.9889696465163935,0.9991793050574909,0.008032325256413874,0.032323143305040505
0.9,0,random_forest,all_features,ood,0.3,0.3,0.6936666666666667,0.693292240496244,0.8321175022763487,0.23756969136582431,0.9645794265974047
0.9,0,random_forest,all_features,ood,0.0,0.0,0.5706666666666667,0.5707675896706521,0.7125118894173075,0.32716673118189804,1.3433267454432454
0.9,0,random_forest,all_features,ood,-0.3,-0.3,0.4493333333333333,0.44934772047741234,0.5653517366933956,0.42772778007294693,1.746464996391937
0.9,0,random_forest,all_features,ood,-0.6,-0.6,0.30233333333333334,0.30183263678724115,0.3608248867111816,0.5369679639913923,2.241456850138093
0.9,0,random_forest,all_features,ood,-0.9,-0.9,0.04733333333333333,0.04727505827920317,0.030811294518465305,0.7447926184932335,3.0323331816998373
0.9,0,random_forest,stable_only,iid_validation,0.9,,0.9075,0.9075603147980905,0.9699478636915067,0.06857020161681406,0.22545600226831472
0.9,0,random_forest,stable_only,iid_test,0.9,,0.9073333333333333,0.9072959357923497,0.9722844803051001,0.06625978540521724,0.21910304502350145
0.9,0,random_forest,stable_only,ood,0.3,0.3,0.8963333333333333,0.8961913840200318,0.9664205216395402,0.0725486709872906,0.23786863015268955
0.9,0,random_forest,stable_only,ood,0.0,0.0,0.9033333333333333,0.9033157029201297,0.9690537357215876,0.06975650406860882,0.2294559831772623
0.9,0,random_forest,stable_only,ood,-0.3,-0.3,0.911,0.91098299064083,0.9702788461068351,0.0672902665816048,0.2240492091027654
0.9,0,random_forest,stable_only,ood,-0.6,-0.6,0.907,0.9068242835716536,0.9700051507048191,0.06825909621769816,0.22468375160204823
0.9,0,random_forest,stable_only,ood,-0.9,-0.9,0.9033333333333333,0.9033907738375722,0.969044452228835,0.06998307728363691,0.22903835178167764
0.9,0,gradient_boosting,all_features,iid_validation,0.9,,0.992,0.99202103454518,0.9998139774912763,0.005628342540907554,0.022181263074957356
0.9,0,gradient_boosting,all_features,iid_test,0.9,,0.99,0.9899622182377049,0.999297817765255,0.0073270112913285555,0.03844072308645644
0.9,0,gradient_boosting,all_features,ood,0.3,0.3,0.7183333333333334,0.7181168905076258,0.8275917030645343,0.2698464178307469,2.152887597201248
0.9,0,gradient_boosting,all_features,ood,0.0,0.0,0.614,0.6140539579536868,0.7122689897328771,0.3730882337668877,3.0443326441753924
0.9,0,gradient_boosting,all_features,ood,-0.3,-0.3,0.491,0.49110707731393555,0.5596736535609248,0.49768266340796646,4.210934074549571
0.9,0,gradient_boosting,all_features,ood,-0.6,-0.6,0.36033333333333334,0.36025177072157905,0.3676406747334355,0.6248218108914914,5.277940394427991
0.9,0,gradient_boosting,all_features,ood,-0.9,-0.9,0.08966666666666667,0.08942679225220003,0.03859274617295454,0.8996923377672862,7.850104673540255
0.9,0,gradient_boosting,stable_only,iid_validation,0.9,,0.8975,0.8975591046516629,0.9686782100634177,0.07411917776499125,0.24181965341183542
0.9,0,gradient_boosting,stable_only,iid_test,0.9,,0.908,0.9078028944672132,0.9719551795167349,0.06931079064338379,0.22431594804231486
0.9,0,gradient_boosting,stable_only,ood,0.3,0.3,0.8946666666666667,0.8946175022763487,0.965145188367858,0.07823963414753803,0.25612634271683193
0.9,0,gradient_boosting,stable_only,ood,0.0,0.0,0.8973333333333333,0.8973021023156584,0.9689217298546603,0.07398374165296166,0.23850968263475603
0.9,0,gradient_boosting,stable_only,ood,-0.3,-0.3,0.9056666666666666,0.905683594539973,0.9700841689708647,0.07126945872237267,0.23465514604113452
0.9,0,gradient_boosting,stable_only,ood,-0.6,-0.6,0.9033333333333333,0.9033508937673803,0.96946383742632,0.0726516749854397,0.24051094069076384
0.9,0,gradient_boosting,stable_only,ood,-0.9,-0.9,0.898,0.8980562929981383,0.9666606061037131,0.076979698447646,0.2541338368843632
0.9,0,mlp,all_features,iid_validation,0.9,,0.9945,0.9945048350850453,0.9997769730137346,0.0051739644759200305,0.022049854505785393
0.9,0,mlp,all_features,iid_test,0.9,,0.9923333333333333,0.9923369193989071,0.9996242279997724,0.006006378320298981,0.024317113151442426
0.9,0,mlp,all_features,ood,0.3,0.3,0.775,0.7747410653312088,0.8606278810038699,0.18722808503790941,0.801974351365188
0.9,0,mlp,all_features,ood,0.0,0.0,0.683,0.683014800657807,0.746376283390373,0.27041210129066445,1.2730232053378352
0.9,0,mlp,all_features,ood,-0.3,-0.3,0.5753333333333334,0.57536916429728,0.6011798856738518,0.3714697677999496,1.8414660953472575
0.9,0,mlp,all_features,ood,-0.6,-0.6,0.45966666666666667,0.45964436117916446,0.4378873036460585,0.46912060083780627,2.3105108125425526
0.9,0,mlp,all_features,ood,-0.9,-0.9,0.21866666666666668,0.21862569548293945,0.1509169083482847,0.6741736001754972,2.9949357372958336
0.9,0,mlp,stable_only,iid_validation,0.9,,0.9045,0.9046369610722897,0.9742078791533775,0.08673424571228125,0.3078876442095699
0.9,0,mlp,stable_only,iid_test,0.9,,0.9173333333333333,0.9174297728825137,0.9777467376764571,0.08536350657209886,0.30640203171072494
0.9,0,mlp,stable_only,ood,0.3,0.3,0.904,0.9040038840200318,0.9736703811461416,0.08855827280342275,0.3133753240857779
0.9,0,mlp,stable_only,ood,0.0,0.0,0.9086666666666666,0.9086048268811948,0.975549135517134,0.08603381037216472,0.30601260955271586
0.9,0,mlp,stable_only,ood,-0.3,-0.3,0.9113333333333333,0.9113774562987609,0.9758578127979326,0.08590228517075128,0.3063681692127637
0.9,0,mlp,stable_only,ood,-0.6,-0.6,0.9106666666666666,0.9107460248835086,0.9744724308302154,0.08541454938932293,0.303846867989039
0.9,0,mlp,stable_only,ood,-0.9,-0.9,0.9043333333333333,0.9043469795280407,0.9750204043892109,0.08603985608510656,0.3065352771574802
0.9,1,logistic_regression,all_features,iid_validation,0.9,,0.99,0.9899307570423065,0.9997404266023646,0.006716435305048434,0.022664662535595553
0.9,1,logistic_regression,all_features,iid_test,0.9,,0.992,0.9919797613665612,0.9997257240196855,0.005569484942818857,0.021387464500539386
0.9,1,logistic_regression,all_features,ood,0.3,0.3,0.7696666666666667,0.7700809464508094,0.8500778331257784,0.19430816486604455,0.98618873849387
0.9,1,logistic_regression,all_features,ood,0.0,0.0,0.6696666666666666,0.6696720754098113,0.7388492172663188,0.2825696566282672,1.571955661432681
0.9,1,logistic_regression,all_features,ood,-0.3,-0.3,0.5603333333333333,0.5602062588904695,0.5818083214793741,0.38790053045683076,2.3321841416128195
0.9,1,logistic_regression,all_features,ood,-0.6,-0.6,0.44233333333333336,0.4425665084323687,0.4195715445075652,0.48755874879815275,2.928224114493517
0.9,1,logistic_regression,all_features,ood,-0.9,-0.9,0.223,0.2229918768852786,0.15438406861514162,0.679476007267507,3.5127231218162
0.9,1,logistic_regression,stable_only,iid_validation,0.9,,0.9175,0.9172938020086371,0.978474450060183,0.05808523044759576,0.18774610336092318
0.9,1,logistic_regression,stable_only,iid_test,0.9,,0.9096666666666666,0.909606949628794,0.9758814949952412,0.06275873051488377,0.19862414915931553
0.9,1,logistic_regression,stable_only,ood,0.3,0.3,0.9043333333333333,0.9048078633695071,0.9723100871731009,0.06784670654874092,0.21426540495805835
0.9,1,logistic_regression,stable_only,ood,0.0,0.0,0.9083333333333333,0.9083384037059572,0.9740462106872046,0.0644098857516611,0.20633164699322262
0.9,1,logistic_regression,stable_only,ood,-0.3,-0.3,0.9153333333333333,0.9154427453769558,0.9762077702702703,0.06188733151916227,0.19812736387675345
0.9,1,logistic_regression,stable_only,ood,-0.6,-0.6,0.916,0.9158608575780147,0.97488188013474,0.06262091909362012,0.20222725309980868
0.9,1,logistic_regression,stable_only,ood,-0.9,-0.9,0.9166666666666666,0.9166599629599835,0.978431545969576,0.05866357388205582,0.1884171681556685
0.9,1,rbf_svm,all_features,iid_validation,0.9,,0.9895,0.9895003061763434,0.999592098946573,0.007692266623896615,0.026491185016347812
0.9,1,rbf_svm,all_features,iid_test,0.9,,0.991,0.9909655625835998,0.9993603190669816,0.0062203642908498545,0.02392964540372957
0.9,1,rbf_svm,all_features,ood,0.3,0.3,0.7636666666666667,0.7641834193204056,0.8423825831702543,0.2071591301736228,1.1677875010829377
0.9,1,rbf_svm,all_features,ood,0.0,0.0,0.6646666666666666,0.6646771843009708,0.7380287724572321,0.2978278934180913,1.733668793145453
0.9,1,rbf_svm,all_features,ood,-0.3,-0.3,0.553,0.5530849928876245,0.5929022937411096,0.4011155909737081,2.404658457546018
0.9,1,rbf_svm,all_features,ood,-0.6,-0.6,0.43433333333333335,0.4343131260352859,0.4213685228624473,0.5067623568717698,3.0924008140782955
0.9,1,rbf_svm,all_features,ood,-0.9,-0.9,0.21266666666666667,0.21264631673169632,0.12914983517770454,0.7076865641869023,4.292897395106566
0.9,1,rbf_svm,stable_only,iid_validation,0.9,,0.922,0.9216389003308307,0.9768919543271086,0.059695445664028006,0.19713267368115295
0.9,1,rbf_svm,stable_only,iid_test,0.9,,0.9093333333333333,0.909343564672009,0.9742491750605341,0.06426546243400139,0.20803345074625523
0.9,1,rbf_svm,stable_only,ood,0.3,0.3,0.903,0.9034380003558086,0.9699088240526597,0.06991026609669164,0.22741389255491018
0.9,1,rbf_svm,stable_only,ood,0.0,0.0,0.9056666666666666,0.9056721802987469,0.9720750987000438,0.06632749231213077,0.21707587849671545
0.9,1,rbf_svm,stable_only,ood,-0.3,-0.3,0.913,0.9130867709815078,0.973910917496444,0.06378470798364924,0.2099561909288794
0.9,1,rbf_svm,stable_only,ood,-0.6,-0.6,0.9153333333333333,0.9151938277506643,0.9722640104056652,0.06438921575029892,0.21516873483752041
0.9,1,rbf_svm,stable_only,ood,-0.9,-0.9,0.9133333333333333,0.913327961479094,0.9767186563194028,0.06028960711287715,0.1974409874301122
0.9,1,random_forest,all_features,iid_validation,0.9,,0.9875,0.9874487743425227,0.9990659366540688,0.009529376685138575,0.036859709796102605
0.9,1,random_forest,all_features,iid_test,0.9,,0.9866666666666667,0.9866173770058931,0.9991411650016737,0.009420163580904509,0.03530572668090235
0.9,1,random_forest,all_features,ood,0.3,0.3,0.6716666666666666,0.6720467888276107,0.8146639832769971,0.25601285166600235,1.0216541569462096
0.9,1,random_forest,all_features,ood,0.0,0.0,0.56,0.5600055822247032,0.7045569798031022,0.34433159096207944,1.4314364570867113
0.9,1,random_forest,all_features,ood,-0.3,-0.3,0.43233333333333335,0.43232574679943103,0.5485886379800853,0.4509838970703166,1.9011964857252373
0.9,1,random_forest,all_features,ood,-0.6,-0.6,0.2833333333333333,0.28342542050672037,0.3408293404186724,0.5672323924260948,2.4684862328320496
0.9,1,random_forest,all_features,ood,-0.9,-0.9,0.048666666666666664,0.0486595771820343,0.031161347182820973,0.7665262803796783,3.178882297016883
0.9,1,random_forest,stable_only,iid_validation,0.9,,0.9085,0.9082738769942804,0.9727247489704758,0.06546013364232565,0.21666601308398156
0.9,1,random_forest,stable_only,iid_test,0.9,,0.9033333333333333,0.9033237181154172,0.9704124230571414,0.0687138630308936,0.22600794247338846
0.9,1,random_forest,stable_only,ood,0.3,0.3,0.897,0.8974693115104074,0.9653240081835972,0.07382696958850107,0.2433454171629278
0.9,1,random_forest,stable_only,ood,0.0,0.0,0.8986666666666666,0.8986710660760293,0.9674348744154997,0.07153615096072749,0.2348710237080088
0.9,1,random_forest,stable_only,ood,-0.3,-0.3,0.9026666666666666,0.9028360597439544,0.9700931276671408,0.06870366238077998,0.2263762765006569
0.9,1,random_forest,stable_only,ood,-0.6,-0.6,0.908,0.9079343197963335,0.9674498337984014,0.07009742371082792,0.23293756264610754
0.9,1,random_forest,stable_only,ood,-0.9,-0.9,0.9103333333333333,0.910330404591291,0.9734337659705626,0.06480487646424125,0.2155274019488297
0.9,1,gradient_boosting,all_features,iid_validation,0.9,,0.9865,0.9865407685577441,0.9993495631850758,0.010990516983543735,0.055058199524557885
0.9,1,gradient_boosting,all_features,iid_test,0.9,,0.9873333333333333,0.9872841743648422,0.9992016212955517,0.010773968038569781,0.048131363951417316
0.9,1,gradient_boosting,all_features,ood,0.3,0.3,0.707,0.7073518946806618,0.8173067514677105,0.2813590509878781,2.2215404695977656
0.9,1,gradient_boosting,all_features,ood,0.0,0.0,0.5983333333333334,0.5983373770388343,0.704830757702559,0.3868028890092146,3.1889041429676945
0.9,1,gradient_boosting,all_features,ood,-0.3,-0.3,0.467,0.4670697012802276,0.5419410117354196,0.5163027870021254,4.341657072830295
0.9,1,gradient_boosting,all_features,ood,-0.6,-0.6,0.32466666666666666,0.32465675756800927,0.34445620393325255,0.6571597411253277,5.536962488034295
0.9,1,gradient_boosting,all_features,ood,-0.9,-0.9,0.08633333333333333,0.08631714947428865,0.03975868433719303,0.8985525966976843,7.895554051784675
0.9,1,gradient_boosting,stable_only,iid_validation,0.9,,0.909,0.9086101197545378,0.973159709798946,0.06730440632687826,0.21962397553042762
0.9,1,gradient_boosting,stable_only,iid_test,0.9,,0.8996666666666666,0.8996143244075838,0.9693077620991492,0.07171267495053457,0.2356194115802462
0.9,1,gradient_boosting,stable_only,ood,0.3,0.3,0.889,0.889534780288205,0.9644622842910514,0.07952492368959503,0.26142935434945813
0.9,1,gradient_boosting,stable_only,ood,0.0,0.0,0.896,0.8960003982223992,0.9679675413189073,0.0734658963362612,0.24414541818667643
0.9,1,gradient_boosting,stable_only,ood,-0.3,-0.3,0.9023333333333333,0.9024982219061166,0.969566145092461,0.07203525736262326,0.2391729511246969
0.9,1,gradient_boosting,stable_only,ood,-0.6,-0.6,0.9016666666666666,0.9016364465097664,0.967352669786884,0.07408192433452344,0.24993604167322706
0.9,1,gradient_boosting,stable_only,ood,-0.9,-0.9,0.9053333333333333,0.9053315134806726,0.9720755431446858,0.06884620459807272,0.22483127294178143
0.9,1,mlp,all_features,iid_validation,0.9,,0.9905,0.9905025200668276,0.9997103601856501,0.00704750726321896,0.02534668050289853
0.9,1,mlp,all_features,iid_test,0.9,,0.9923333333333333,0.992308492464523,0.9997341701195657,0.005912358875482897,0.023584644592265874
0.9,1,mlp,all_features,ood,0.3,0.3,0.7946666666666666,0.7949297278064401,0.8783352606297813,0.16926832447771878,0.7141483012418443
0.9,1,mlp,all_features,ood,0.0,0.0,0.703,0.7030014235561882,0.7806159024959566,0.24788350702589249,1.124504710080511
0.9,1,mlp,all_features,ood,-0.3,-0.3,0.6016666666666667,0.6014935988620199,0.6440709459459459,0.339953610129591,1.631066701757096
0.9,1,mlp,all_features,ood,-0.6,-0.6,0.49933333333333335,0.4997609809785327,0.5008953763715801,0.42717552466636405,2.046212803326595
0.9,1,mlp,all_features,ood,-0.9,-0.9,0.31166666666666665,0.31166702740756774,0.2609938937750639,0.5812520274166352,2.48799287525021
0.9,1,mlp,stable_only,iid_validation,0.9,,0.919,0.9191032991879061,0.9782058567375332,0.05879680038031845,0.19028354774421083
0.9,1,mlp,stable_only,iid_test,0.9,,0.907,0.9070891228014024,0.9757201300343757,0.0631638486339919,0.1997564523076594
0.9,1,mlp,stable_only,ood,0.3,0.3,0.9046666666666666,0.9049724248354385,0.9718808930795232,0.06791897947804501,0.21567528888050827
0.9,1,mlp,stable_only,ood,0.0,0.0,0.9086666666666666,0.908667959407982,0.9740382106836492,0.06445602476413086,0.206606362382219
0.9,1,mlp,stable_only,ood,-0.3,-0.3,0.9156666666666666,0.9156738975817923,0.9759041607396872,0.0621593039139604,0.1996327452348431
0.9,1,mlp,stable_only,ood,-0.6,-0.6,0.9146666666666666,0.9146824382163623,0.9745243521472802,0.06301198112779663,0.20506139015349617
0.9,1,mlp,stable_only,ood,-0.9,-0.9,0.9176666666666666,0.9176655189624529,0.9781342125040944,0.059215749831406546,0.1901699074042686
0.9,2,logistic_regression,all_features,iid_validation,0.9,,0.9915,0.9915740649047575,0.9997629314871997,0.006317786869674989,0.023423568903379665
0.9,2,logistic_regression,all_features,iid_test,0.9,,0.995,0.9949968799944533,0.9998533330725922,0.004525100498867666,0.01762381087606957
0.9,2,logistic_regression,all_features,ood,0.3,0.3,0.7696666666666667,0.7694795018689708,0.8538650031431476,0.19383503247558748,0.9952601123278245
0.9,2,logistic_regression,all_features,ood,0.0,0.0,0.677,0.6770183726614158,0.7369225292110517,0.2815198203720196,1.6691557895965858
0.9,2,logistic_regression,all_features,ood,-0.3,-0.3,0.5426666666666666,0.5423905137721378,0.5672299766507627,0.4023948745401335,2.503699074664762
0.9,2,logistic_regression,all_features,ood,-0.6,-0.6,0.438,0.43793329304716816,0.4174664982295876,0.49194656983719326,2.961350382940826
0.9,2,logistic_regression,all_features,ood,-0.9,-0.9,0.22066666666666668,0.22068133963123152,0.14446722769178238,0.688728436879998,3.654067968660071
0.9,2,logistic_regression,stable_only,iid_validation,0.9,,0.9025,0.9025653413836598,0.9692091014303134,0.06987082073310925,0.22514691466240241
0.9,2,logistic_regression,stable_only,iid_test,0.9,,0.9213333333333333,0.9213287490288872,0.9801172979863076,0.055343998937175135,0.18048921465555456
0.9,2,logistic_regression,stable_only,ood,0.3,0.3,0.914,0.9136596033401064,0.9780415963984691,0.05914201311779103,0.19013156799680836
0.9,2,logistic_regression,stable_only,ood,0.0,0.0,0.9056666666666666,0.9057332730644969,0.9748853180936734,0.06401325265581936,0.20209138816060257
0.9,2,logistic_regression,stable_only,ood,-0.3,-0.3,0.913,0.9130027510487595,0.9765627361820706,0.06150829789861247,0.1965558171378885
0.9,2,logistic_regression,stable_only,ood,-0.6,-0.6,0.907,0.9070943670069647,0.9759327959176686,0.06315691750491778,0.1987778830804206
0.9,2,logistic_regression,stable_only,ood,-0.9,-0.9,0.9103333333333333,0.9104950347143183,0.9761419090029593,0.062130937705342365,0.19837363908744013
0.9,2,rbf_svm,all_features,iid_validation,0.9,,0.992,0.9920827119037401,0.9995568719359895,0.006760811323794533,0.025974333088809285
0.9,2,rbf_svm,all_features,iid_test,0.9,,0.9926666666666667,0.9926657647391373,0.9997351106401967,0.005008978559457769,0.01861179478553172
0.9,2,rbf_svm,all_features,ood,0.3,0.3,0.7646666666666667,0.7642639246784284,0.8487121998650138,0.20454516554802815,1.1935544758680015
0.9,2,rbf_svm,all_features,ood,0.0,0.0,0.6723333333333333,0.672419540436789,0.7411395699134058,0.293200427937613,1.8083003570549698
0.9,2,rbf_svm,all_features,ood,-0.3,-0.3,0.5396666666666666,0.5391642111140947,0.582935584202187,0.4151755122624539,2.6140918295274385
0.9,2,rbf_svm,all_features,ood,-0.6,-0.6,0.43833333333333335,0.4385969475892999,0.42590347061311007,0.5055372542282304,3.219631528983534
0.9,2,rbf_svm,all_features,ood,-0.9,-0.9,0.217,0.21743042909173688,0.12567979242544958,0.7120210298205438,4.554780716658747
0.9,2,rbf_svm,stable_only,iid_validation,0.9,,0.898,0.8980895478793371,0.9669274420307468,0.07144259481926608,0.23521738377025936
0.9,2,rbf_svm,stable_only,iid_test,0.9,,0.919,0.9189994115545095,0.9783932949214131,0.0564710174512888,0.18871853937723737
0.9,2,rbf_svm,stable_only,ood,0.3,0.3,0.9133333333333333,0.9128813849082611,0.9766151594101211,0.060674669503221895,0.19868607378625053
0.9,2,rbf_svm,stable_only,ood,0.0,0.0,0.9056666666666666,0.9057412733525073,0.9734230432295563,0.06564947012719306,0.21192468043956827
0.9,2,rbf_svm,stable_only,ood,-0.3,-0.3,0.913,0.9129102788215482,0.9757180379527359,0.061893566430332926,0.20206642383927093
0.9,2,rbf_svm,stable_only,ood,-0.6,-0.6,0.907,0.9071090407757354,0.9740607787502484,0.06570233971680248,0.21013424427629498
0.9,2,rbf_svm,stable_only,ood,-0.9,-0.9,0.9063333333333333,0.9064811916685636,0.9747022962667881,0.06396262889401379,0.20645043106958152
0.9,2,random_forest,all_features,iid_validation,0.9,,0.9895,0.9895734867376672,0.9991752616506171,0.009168498902456537,0.034938618414450714
0.9,2,random_forest,all_features,iid_test,0.9,,0.9903333333333333,0.9903346494838213,0.9994857768636033,0.008474706151712438,0.03144454945252758
0.9,2,random_forest,all_features,ood,0.3,0.3,0.6833333333333333,0.682708591923268,0.8234410254675097,0.25100721442376916,1.0110775790547346
0.9,2,random_forest,all_features,ood,0.0,0.0,0.5696666666666667,0.5698411809491808,0.7121103026375616,0.33811252000610903,1.3634395907757637
0.9,2,random_forest,all_features,ood,-0.3,-0.3,0.437,0.4364320124624109,0.549585119795992,0.45229850908059543,1.9132579098103424
0.9,2,random_forest,all_features,ood,-0.6,-0.6,0.291,0.29138302938622296,0.3556345715770877,0.5547970699937617,2.378330811957411
0.9,2,random_forest,all_features,ood,-0.9,-0.9,0.06,0.0601827481220123,0.029285315416571818,0.755706323889811,3.3430045919542635
0.9,2,random_forest,stable_only,iid_validation,0.9,,0.8975,0.897495876308253,0.9627552362632802,0.07578014746430915,0.24841125855862511
0.9,2,random_forest,stable_only,iid_test,0.9,,0.9173333333333333,0.9173305196987016,0.9746679549652534,0.062195892922693334,0.21039930324649822
0.9,2,random_forest,stable_only,ood,0.3,0.3,0.9096666666666666,0.909249847294667,0.971426071920205,0.06617372077922425,0.22232679469961225
0.9,2,random_forest,stable_only,ood,0.0,0.0,0.903,0.9030705105383794,0.9683377490478546,0.07137800023642665,0.23279882770071647
0.9,2,random_forest,stable_only,ood,-0.3,-0.3,0.9046666666666666,0.9046033386030647,0.9705475956331769,0.06824435685599195,0.22551395144999264
0.9,2,random_forest,stable_only,ood,-0.6,-0.6,0.8953333333333333,0.8954880828987897,0.9677010339671067,0.07275960156438067,0.2357177495686079
0.9,2,random_forest,stable_only,ood,-0.9,-0.9,0.903,0.9030595549738221,0.9703654517840883,0.06879746155649402,0.22633371639642041
0.9,2,gradient_boosting,all_features,iid_validation,0.9,,0.988,0.9880985604839798,0.9993808210572855,0.010618605281090671,0.053319765261040555
