seed,model,feature_condition,rho_test,accuracy,balanced_accuracy,log_loss
1,mlp,all_features,0.3,0.8003333333333333,0.8003125679725249,0.6153420040442654
1,mlp,all_features,0.0,0.7106666666666667,0.7105284685863874,0.96115346375908
1,mlp,all_features,-0.3,0.5873333333333334,0.5877397610159025,1.4054879769209256
1,mlp,all_features,-0.6,0.5046666666666667,0.5047290990710698,1.7079601994466314
1,mlp,all_features,-0.9,0.316,0.31627288244183716,2.1106451468766814
1,logistic_regression,stable_only,0.9,0.903,0.9030545099623586,0.20527474448556843
1,logistic_regression,stable_only,0.6,0.913,0.913,0.20199731897818018
1,logistic_regression,stable_only,0.3,0.9053333333333333,0.9052746012167332,0.20424821091819156
1,logistic_regression,stable_only,0.0,0.9083333333333333,0.9083698497609833,0.19507035860680716
1,logistic_regression,stable_only,-0.3,0.908,0.9079461745605576,0.20383829954150737
1,logistic_regression,stable_only,-0.6,0.9146666666666666,0.9146317614116183,0.19395130830080173
1,logistic_regression,stable_only,-0.9,0.9106666666666666,0.9107235193243342,0.2013944975604887
1,rbf_svm,stable_only,0.9,0.903,0.9030505098183534,0.21450497773119032
1,rbf_svm,stable_only,0.6,0.912,0.9119999999999999,0.21237400565184825
1,rbf_svm,stable_only,0.3,0.9063333333333333,0.9063041139140564,0.21265727445360144
1,rbf_svm,stable_only,0.0,0.906,0.9059672348053722,0.20451697223242904
1,rbf_svm,stable_only,-0.3,0.9056666666666666,0.9056540985946113,0.21345479869802642
1,rbf_svm,stable_only,-0.6,0.9133333333333333,0.9133161473843282,0.20286299126636892
1,rbf_svm,stable_only,-0.9,0.9096666666666666,0.9097553796774707,0.2076985718811661
1,random_forest,stable_only,0.9,0.9013333333333333,0.9013817830775241,0.23707105653542807
1,random_forest,stable_only,0.6,0.9063333333333333,0.9063333333333333,0.22497851789482912
1,random_forest,stable_only,0.3,0.902,0.901957653200341,0.23312182342022428
1,random_forest,stable_only,0.0,0.8986666666666666,0.8987309355793307,0.23077608718549467
1,random_forest,stable_only,-0.3,0.895,0.8951400253682193,0.24191757847421888
1,random_forest,stable_only,-0.6,0.9063333333333333,0.9063447264322859,0.2249757101518313
1,random_forest,stable_only,-0.9,0.9036666666666666,0.9037531361722315,0.2297150664525751
1,gradient_boosting,stable_only,0.9,0.8946666666666667,0.8947028759702016,0.25305879344922444
1,gradient_boosting,stable_only,0.6,0.9046666666666666,0.9046666666666667,0.2558080320720533
1,gradient_boosting,stable_only,0.3,0.9,0.8999177546348087,0.2534685236495804
1,gradient_boosting,stable_only,0.0,0.8956666666666667,0.8956738703619395,0.24525282403180892
1,gradient_boosting,stable_only,-0.3,0.8943333333333333,0.894473142631546,0.2623982498411008
1,gradient_boosting,stable_only,-0.6,0.9026666666666666,0.9026801191164052,0.2417884013293965
1,gradient_boosting,stable_only,-0.9,0.901,0.9010983661003957,0.24591250597198275
1,mlp,stable_only,0.9,0.905,0.9050105803808937,0.2068688052349192
1,mlp,stable_only,0.6,0.9143333333333333,0.9143333333333333,0.20394355456628455
1,mlp,stable_only,0.3,0.9083333333333333,0.9084779002833885,0.20643345013659423
1,mlp,stable_only,0.0,0.9073333333333333,0.9072138914181653,0.19675250674419723
1,mlp,stable_only,-0.3,0.9073333333333333,0.9074833579413063,0.2057681171663152
1,mlp,stable_only,-0.6,0.9126666666666666,0.9126850082225877,0.19658945203220324
1,mlp,stable_only,-0.9,0.9113333333333333,0.9114935849355248,0.20224515249032257
2,logistic_regression,all_features,0.9,0.9936666666666667,0.9937121022528503,0.020029928988212476
2,logistic_regression,all_features,0.6,0.8933333333333333,0.8931557463219655,0.3440581385135824
2,logistic_regression,all_features,0.3,0.7916666666666666,0.7916239972691586,0.9324189165829936
